[15644, 15645, 15647, 15644, 15647, 15647, 15644, 15648, 15647, 15646, 15649, 15646, 15647, 15650, 15646, 15648, 15649, 15645, 15649, 15648, 15645, 15648, 15646, 15645, 15648, '0 -> 7']
[15652, 15642, 15651, 15649, 15642, 15653, 15646, 15644, 15652, 15642, 15646, 15651, 15640, 15648, 15648, 15640, 15651, 15646, 15641, 15652, 15644, 15645, 15653, 15642, 15648, '8 -> 15']
[15647, 15645, 15644, 15649, 15646, 15644, 15649, 15645, 15646, 15651, 15644, 15646, 15650, 15645, 15648, 15649, 15644, 15648, 15649, 15646, 15648, 15646, 15646, 15648, 15645, '16 -> 23']
[15644, 15651, 15647, 15644, 15650, 15646, 15647, 15650, 15644, 15646, 15649, 15644, 15648, 15646, 15643, 15649, 15646, 15645, 15648, 15644, 15647, 15650, 15644, 15648, 15648, '24 -> 31']
[15645, 15644, 15646, 15644, 15644, 15647, 15645, 15646, 15648, 15646, 15648, 15650, 15648, 15649, 15649, 15648, 15650, 15648, 15647, 15648, 15646, 15646, 15647, 15644, 15645, '32 -> 39']
[15647, 15653, 15644, 15650, 15652, 15643, 15650, 15648, 15642, 15651, 15644, 15642, 15650, 15641, 15645, 15649, 15639, 15648, 15648, 15641, 15651, 15646, 15644, 15654, 15646, '40 -> 47']
[15644, 15648, 15646, 15643, 15647, 15645, 15646, 15649, 15644, 15646, 15650, 15647, 15648, 15649, 15646, 15649, 15649, 15647, 15648, 15645, 15647, 15649, 15644, 15646, 15646, '48 -> 55']
[15649, 15644, 15650, 15649, 15646, 15650, 15645, 15645, 15651, 15644, 15646, 15647, 15642, 15649, 15647, 15642, 15648, 15644, 15645, 15651, 15643, 15646, 15650, 15645, 15650, '56 -> 63']
[15647, 15646, 15646, 15650, 15645, 15647, 15650, 15647, 15651, 15650, 15645, 15651, 15649, 15646, 15649, 15644, 15644, 15649, 15643, 15644, 15646, 15642, 15647, 15647, 15643, '64 -> 71']
[15649, 15653, 15638, 15649, 15649, 15639, 15651, 15643, 15639, 15653, 15642, 15644, 15651, 15639, 15649, 15652, 15640, 15652, 15648, 15643, 15657, 15646, 15644, 15655, 15643, '72 -> 79']
[15642, 15646, 15652, 15645, 15646, 15646, 15644, 15652, 15651, 15644, 15648, 15648, 15649, 15651, 15644, 15643, 15647, 15646, 15648, 15644, 15641, 15648, 15648, 15647, 15648, '80 -> 87']
[15653, 15644, 15645, 15645, 15645, 15651, 15645, 15641, 15646, 15646, 15650, 15648, 15641, 15646, 15649, 15647, 15650, 15643, 15643, 15653, 15649, 15647, 15648, 15643, 15650, '88 -> 95']
[15645, 15647, 15645, 15647, 15650, 15650, 15651, 15650, 15649, 15652, 15651, 15649, 15649, 15647, 15647, 15649, 15645, 15643, 15644, 15643, 15644, 15643, 15641, 15643, 15644, '96 -> 103']
[15644, 15644, 15656, 15641, 15644, 15649, 15636, 15648, 15647, 15635, 15648, 15643, 15640, 15654, 15641, 15644, 15655, 15643, 15653, 15654, 15641, 15656, 15652, 15644, 15656, '104 -> 111']
[15651, 15644, 15644, 15647, 15648, 15653, 15650, 15644, 15648, 15650, 15651, 15650, 15643, 15645, 15651, 15648, 15647, 15644, 15641, 15648, 15648, 15643, 15643, 15641, 15646, '112 -> 119']
[15644, 15650, 15647, 15651, 15645, 15638, 15648, 15648, 15645, 15646, 15638, 15644, 15653, 15644, 15646, 15645, 15643, 15656, 15651, 15643, 15649, 15646, 15651, 15655, 15642, '120 -> 127']
[15651, 15649, 15652, 15647, 15647, 15650, 15645, 15645, 15646, 15641, 15645, 15644, 15641, 15644, 15643, 15643, 15647, 15644, 15646, 15649, 15647, 15651, 15651, 15648, 15652, '128 -> 135']
[15649, 15638, 15644, 15650, 15639, 15649, 15649, 15642, 15655, 15649, 15645, 15656, 15647, 15649, 15656, 15643, 15649, 15652, 15641, 15650, 15646, 15638, 15650, 15642, 15640, '136 -> 143']
[15648, 15653, 15646, 15646, 15649, 15646, 15648, 15647, 15642, 15646, 15646, 15645, 15646, 15642, 15644, 15648, 15644, 15647, 15646, 15644, 15651, 15650, 15646, 15650, 15648, '144 -> 151']
[15641, 15644, 15647, 15644, 15649, 15645, 15643, 15651, 15648, 15648, 15650, 15645, 15649, 15653, 15646, 15648, 15648, 15644, 15651, 15647, 15642, 15647, 15644, 15646, 15648, '152 -> 159']
[15655, 15652, 15653, 15653, 15649, 15648, 15646, 15643, 15644, 15641, 15639, 15639, 15639, 15640, 15641, 15640, 15643, 15645, 15646, 15650, 15650, 15650, 15654, 15654, 15654, '160 -> 167']
[15636, 15646, 15639, 15639, 15649, 15642, 15648, 15654, 15644, 15654, 15656, 15648, 15659, 15652, 15648, 15659, 15647, 15647, 15652, 15639, 15646, 15646, 15635, 15643, 15640, '168 -> 175']
[15648, 15649, 15652, 15650, 15650, 15647, 15643, 15647, 15646, 15643, 15643, 15640, 15642, 15646, 15642, 15643, 15644, 15644, 15650, 15649, 15645, 15650, 15650, 15651, 15654, '176 -> 183']
[15647, 15642, 15644, 15644, 15641, 15650, 15650, 15644, 15650, 15648, 15649, 15657, 15647, 15648, 15653, 15647, 15653, 15649, 15641, 15648, 15646, 15644, 15646, 15639, 15641, '184 -> 191']
[15650, 15648, 15644, 15649, 15648, 15647, 15651, 15645, 15646, 15650, 15646, 15647, 15647, 15643, 15648, 15647, 15645, 15647, 15644, 15646, 15649, 15644, 15646, 15647, 15644, '192 -> 199']
[15642, 15650, 15645, 15646, 15649, 15641, 15647, 15649, 15643, 15649, 15645, 15643, 15652, 15646, 15645, 15650, 15644, 15649, 15652, 15643, 15648, 15649, 15644, 15651, 15646, '200 -> 207']
[15651, 15646, 15645, 15645, 15648, 15652, 15647, 15646, 15645, 15646, 15652, 15647, 15641, 15647, 15646, 15648, 15651, 15642, 15643, 15651, 15647, 15647, 15646, 15641, 15648, '208 -> 215']
[15644, 15644, 15650, 15651, 15643, 15644, 15646, 15647, 15652, 15645, 15640, 15648, 15649, 15648, 15648, 15642, 15645, 15653, 15649, 15646, 15645, 15644, 15651, 15650, 15644, '216 -> 223']
[15644, 15649, 15649, 15648, 15650, 15646, 15648, 15651, 15648, 15648, 15647, 15645, 15649, 15647, 15644, 15645, 15644, 15645, 15647, 15643, 15644, 15646, 15645, 15649, 15647, '224 -> 231']
[15648, 15643, 15648, 15642, 15644, 15650, 15642, 15644, 15647, 15642, 15650, 15649, 15641, 15650, 15648, 15646, 15654, 15644, 15646, 15654, 15645, 15650, 15649, 15641, 15651, '232 -> 239']
[15645, 15645, 15650, 15653, 15644, 15644, 15648, 15649, 15652, 15647, 15641, 15648, 15650, 15648, 15647, 15641, 15643, 15651, 15647, 15644, 15643, 15643, 15651, 15650, 15644, '240 -> 247']
[15651, 15650, 15640, 15642, 15649, 15648, 15648, 15643, 15639, 15650, 15652, 15645, 15646, 15642, 15647, 15656, 15646, 15644, 15646, 15646, 15655, 15649, 15641, 15646, 15647, '248 -> 255']
[15646, 15646, 15647, 15648, 15648, 15647, 15645, 15647, 15647, 15647, 15647, 15645, 15646, 15648, 15647, 15646, 15646, 15645, 15648, 15647, 15646, 15646, 15647, 15647, 15649, '256 -> 263']
[15648, 15646, 15647, 15646, 15644, 15649, 15647, 15646, 15647, 15645, 15647, 15650, 15645, 15647, 15647, 15646, 15650, 15647, 15644, 15648, 15646, 15647, 15649, 15644, 15646, '264 -> 271']
